LSTM-EMD,CHM-LSTM-EMD-Freq,CHM-LSTM-DWT,CHM-ESN-DWT,CHM-LSTM-EMD,CHM-ESN-EMD,CHM-ESN-EMD-Freq,LSTM-DWT,ESN-EMD-Freq
12.040736,10.779344,13.086361,13.910567,13.314104,12.674105,8.450505,12.444923,13.187907
11.786909,10.882166,13.037719,13.787353,13.271742,12.641387,7.532675,11.936244,13.364937
11.702933,10.826081,13.370763,13.954777,13.422502,12.801704,7.5304265,12.988992,13.089371
12.1713505,11.108722,13.486116,14.119905,13.402687,12.716832,8.944911,12.6024275,12.783185
12.143912,11.1439085,13.41037,14.120011,13.423839,12.752797,9.5415945,12.777889,13.014709
12.030996,10.674198,13.464372,14.120903,13.502545,12.9790125,5.6170163,12.146781,12.890616
11.740688,11.293032,13.584892,14.0321245,13.392359,12.901899,8.777924,12.115185,13.054184
11.747703,11.6562605,13.363283,13.717982,13.2441225,12.801923,8.47731,12.032034,12.898467
11.815965,10.436263,13.14541,13.646951,13.081563,12.838089,9.61732,12.059761,12.583868
10.97375,10.457619,13.122609,13.980429,13.094465,13.026633,7.8740234,11.573153,12.121694
11.204694,10.85071,13.369833,14.114118,13.259896,13.167673,10.547878,11.814003,11.809287
10.064959,10.876104,13.521241,14.448129,13.244949,13.373692,11.958009,11.321938,12.385636
11.62312,11.154613,13.652355,15.114081,13.170731,13.384566,10.497911,12.082668,12.604624
12.179552,11.19068,13.612606,14.861361,13.171469,13.416731,9.815085,11.248651,13.530741
12.2344055,11.48968,13.547785,14.452044,13.109234,13.464239,8.678996,12.398027,12.616162
11.925235,11.068596,13.631668,14.489286,13.156856,13.342138,9.15771,12.362275,12.748212
11.600663,11.88148,13.532737,14.084231,13.013701,13.095454,11.105018,12.435738,14.2606535
12.0293,11.548935,13.569016,13.815279,13.031164,13.097036,8.273233,12.271076,13.67292
12.349008,11.539171,13.71742,13.727828,13.049089,12.943876,10.020287,12.446432,13.263416
12.234161,11.914501,13.57942,12.959426,12.985228,13.178508,11.028399,12.205654,13.7822895
12.169272,12.471882,13.456894,12.25471,13.0556555,13.448861,11.991962,12.190994,13.618222
